ticker,year,current_ratio,debt_ratio,ROA,ROE,asset_turnover,revenue_growth,asset_growth
004740,2016,1.2320993472712136,1.3892211597553468,-0.47107990908744707,-1.68139414119023,1.0655545622966411,-0.2593178614407826,-0.2962070589920776
005450,2019,0.41332988162294254,1.30008104510678,-0.11632326832356844,-0.5039627751180623,0.3327269845906115,-0.3526867917094136,-0.3395382133180461
005980,2017,1.1284202245805157,2.072947256848722,-0.08444971579964182,-0.1631578864581634,1.0272003066272029,0.10584015091576597,0.16903563805247043
006580,2023,1.091478184397181,2.847372310254098,-0.006152799433841242,-0.009483367614217916,0.6849426664020528,0.2177186882212912,-0.01620948716151662
007630,2021,0.13113984959610242,1.7547390915422147,-0.004067573386194152,-0.009456950234135836,0.0002232836863603706,-0.994979499535334,-0.011153601701749085
008800,2020,0.7375179066019952,2.4941882322744475,-0.1355269160130601,-0.22622962206152203,0.2527535812768859,0.6407212845296959,-0.177177629415376
011720,2015,0.9331312563029569,1.3847362486382866,-0.06656762372898573,-0.23958907404616112,0.7268535985170105,0.22146167760886892,-0.06824525051836425
012600,2024,2.3340722317104547,4.321702140500982,0.02099682874054076,0.027317933960822192,0.4762862921308005,0.4284817462624981,0.220082313110814
015540,2022,0.6188975253831726,0.7068260924258944,-0.3613198511007908,0.871122197001529,0.7181950167037792,-0.20754140656238781,0.0372442577165221
017680,2018,1.050611781473181,1.8228734870223517,-0.15897978510959707,-0.3521805475802424,0.7758592940750867,0.10189781701136622,0.1872694375757474
023430,2016,0.8097698814986045,1.369574471498772,-4.120601632910808,-15.270185683454454,0.3512990569946251,-0.031789408997097986,-0.46126506741420115
023460,2024,,0.9387735088232805,-0.4756029283964561,7.292324307931875,0.9666340934116743,0.09692483620536019,-0.517785738952133
026260,2017,1.848390747576144,2.3373310976223887,-0.24813590501548471,-0.43368150808763345,0.23180181713350784,-0.6085963140860235,0.3206634043660946
030270,2019,1.0917760211927645,1.6685822406735458,-0.31668010751853337,-0.790339275012277,0.055612703781371724,-0.8205909365200659,-0.2561214029100309
032040,2017,1.0062013000624168,1.0591595442177761,-0.14300000600839702,-2.5601924962343214,0.9103548308509174,-0.06936055505429892,-0.3211782566812749
033110,2020,0.9462460103052899,1.0309607422481006,-0.9502176549837111,-31.64126657652589,0.13335295719865445,1.2968287770232436,-0.5057151973281742
033430,2020,0.5262808937699252,1.0590980090364168,-0.0475760312462625,-0.8526121402790681,0.3234089747723488,-0.3171033223797938,0.020540049678693325
035480,2018,3.8605180133312946,5.81068115757614,-0.12774500844408854,-0.15429946180729018,0.40382422562481235,0.9442820072804432,-0.408753559003502
036260,2020,,0.8490032497283712,-2.359939821799458,13.26913707922093,1.010705264316464,-0.5651221285218601,-0.6953663372852124
036500,2016,0.8293869941800284,1.0500093580037815,-1.5680684065322943,-32.92356803949551,1.54792922961292,1.8946801858681481,-0.7387368514986454
037340,2015,0.6285130297958192,1.3201688738964,-0.7311128670049561,-3.0146354908860307,0.6687388315517001,-0.14629325185889885,-0.16034242605097712
038160,2020,0.3848700372982894,0.6702192072706544,-0.7861170933105608,1.5976393614073316,0.3111779017841578,-0.03903951424316413,-0.5402596707660924
038340,2024,1.1082936567499402,1.732956227516938,-0.11417949456483559,-0.2699589125959035,0.8511989563383907,4.070170157280579,1.2347691132539567
039230,2020,3.011775155366227,4.519752534159865,-0.1352209044203843,-0.17363863495911958,0.5026808160630382,-0.21895160697556834,-0.14597377625435698
039670,2021,6.200384282963642,1.6632091859236686,0.25680248476886247,0.6440143784207981,0.6408586144428962,-0.21064312640947086,-0.018489205307191874
043580,2017,3.9021313211807502,17.264351195402387,-0.13922478371519478,-0.14778490283968532,0.15360823925742367,4.2382089043546864,3.4255665441576952
045890,2020,0.6834476357913118,1.6946745885053387,-0.14482203104151592,-0.3532966656947208,0.33315430855753425,-0.30215509946728697,0.1945133327467546
046110,2021,1.2863871926907167,2.5305665415924916,0.07013045679056008,0.1159503900536982,0.9667029018457998,0.09292282613580109,-0.022875949423395398
047440,2017,0.6378715020000227,1.5048238820604762,-0.41441734736711283,-1.2353320506803505,1.2014961211169024,-0.19581220712655867,-0.21471569521655773
048260,2022,0.748086148146356,1.3590354675753846,0.10507838895925549,0.39774693691320606,0.7676573898158563,0.27760867565624053,0.1914154443798538
050320,2021,2.3845928829324516,2.722952414963385,0.09936915616703176,0.15704292318696625,0.783561883279598,0.26481203403013165,-0.20185652801522255
050540,2022,0.912888180938341,1.426740631166119,-0.011462216157442109,-0.03832212899517741,1.9543038919922244,-0.2564047169048065,-0.16420248809470397
051310,2015,1.5229063982996314,0.8210157795965292,-0.5741026831111561,2.6334576359884783,0.7564629825485796,-0.26586374552313485,-0.1893640601442573
052190,2021,1.00485345552852,1.937822532498195,-5.173490037158492,-10.689981545820821,0.07507321916421494,-0.5645358744555343,-0.8313786421323486
052290,2017,0.5581833107159656,1.8680863112854877,-1.0063286765824269,-2.165578239096811,0.09624473163015339,-0.7627742737219658,-0.44564219691861245
053110,2021,0.6407643378119091,0.8317524209179727,-0.37358005922594806,1.846838571842813,0.4806939867494603,-0.4895468933133749,-0.25722256980342567
053590,2023,0.6895434083978201,0.8150043619810537,-1.1358952205803186,5.004223718137504,9.052073239367678,-0.17111859243661284,-0.9139255194262472
053660,2021,0.09236514075635777,0.5178284313830837,-0.1917086794430418,0.2058856457324305,0.21899962302931147,-0.010087674428198272,-0.1321589154007792
053810,2015,2.2392502733319715,1.6685990445921155,-0.11623371944419215,-0.29008039240062977,0.24401613139267825,-0.2660868494264941,-0.46347050478680335
054340,2019,0.4667002591831504,1.3948775680439156,0.2170066793811004,0.7665610145540885,0.730808006973367,-0.074300733270428,-0.2047876784513363
056000,2022,2.8156201704158788,3.6861287956862485,-0.16709120534151364,-0.22929641516237237,0.07140582948962468,-0.7330146819869562,-0.16844514363813895
058420,2022,0.18183557735312786,0.18454621418720718,-1.1371509000557674,0.2573498305065749,1.2584224985259678,-0.5703933257474947,-0.3176428885945445
058530,2023,2.3492978727231857,2.937226773372217,-0.10463060940220474,-0.15864112115043416,0.23959113847522664,0.5324018528321717,0.2738520564051696
060300,2021,1.193322996772268,1.7813132169442065,-0.6988615523699313,-1.593331960925476,0.38302872230631857,-0.5174522396319583,-0.5833095854292798
060910,2016,0.895213224351321,1.9095107019068085,-0.28469336549493407,-0.5977115244875313,0.5395022069003679,0.02285071538588445,-0.2822363419955649
062860,2023,11.637013822059226,25.117074256498718,-0.12856331619456124,-0.13389411688900774,0.26053607334161977,-0.2773582252021856,-0.13312388013578924
064510,2022,1.6521883366864807,2.1795318271837294,0.07564632610140386,0.13977882711413053,0.6705328996648137,-0.022056339830096625,-0.2179643930082558
065160,2018,1.0631308654227434,1.5253411023296273,-0.11677693104241836,-0.3390647560851774,0.62293987349986,0.05605639919742585,-0.16061413539967603
065270,2015,0.48458346407897945,0.9683296217038115,-0.3221580811596942,9.850062728670872,1.2372014036386496,0.147922319235236,-0.15319259276280833
065560,2023,1.5129649569557684,2.730146893013356,-0.23216034325934665,-0.3663456798899251,0.3107384907089782,0.3668592707382145,-0.4843103053692245
065620,2020,0.6621883612395358,1.5027004323115665,0.03983269974173974,0.11907014849143964,0.131436513242558,-0.4268275253652223,-0.10421521323704219
066110,2021,1.9632481124618228,1.8610627045064823,0.07146572362011158,0.15446284246649356,0.026559488618530656,0.03244423391784745,1.3614987636669087
069110,2022,0.14387260365540314,0.6039564298153719,-0.9361052625467396,1.4275368541788138,0.14743637062760173,-0.6645174362184044,-0.4568842617063368
071460,2024,0.06198305264414453,0.18149037060717205,-1.7061453023883024,0.37830824723447276,1.0454658611412784,-0.7068080203878728,-0.5051875738079137
072520,2024,0.9449491416542426,2.408216324376491,-0.10671876757493017,-0.18250170356822046,0.00020602561487822349,-0.9959630790450031,-0.12631695396707227
073070,2020,0.6070124658123177,2.649918420197386,-0.08673275258556239,-0.1393006562611794,0.17901049631666663,-0.6354228915710913,-0.13886079227187625
074150,2015,2.445178254180993,1.8508612541339986,-0.07520746614628483,-0.16359727797621773,0.060753970330166274,-0.22631862300750524,0.022400129250202013
078650,2022,0.07123074870657443,0.13932999134425333,-7.29628685402942,1.1811630171764564,0.12837601571196103,-0.9714849120587193,-0.900507122522807
078940,2024,2.6178096615519535,5.100963022677733,-0.2825835416568264,-0.3514901716591406,0.15173491387404378,-0.22180957309628177,-0.4230677632524809
080440,2020,0.17483456785619328,1.3157091802669547,-0.19737232898310836,-0.822543661714757,0.07453273848603961,-0.3430002353951935,-0.07175902081262808
081970,2017,7.960112489471671,10.80171316343964,0.05165527784770233,0.056925303300025945,0.5346202786612939,-0.13485967637286556,0.04183915726664702
082390,2015,0.19227037414615444,0.9837053707339688,-1.0535292070112383,63.601467835940106,0.10842383164651709,-0.5703550137427065,-0.3767373368751656
086200,2015,1.8128931816064116,1.8001442655914404,-0.17952833264536583,-0.40389828737179806,0.44366009079959534,-0.12676808680186435,0.15934205806901613
086250,2020,0.3632252184780889,1.7854894730577398,-0.1662376094941605,-0.37787330315538,0.11679802874205295,inf,inf
087220,2017,0.21546812806489973,1.1049845426197353,-0.2770315889827451,-2.91581613830618,0.31118080406640125,-0.4368244777124457,-0.26257611307280654
087730,2020,0.5307063550422585,0.8592446002652875,-0.4804520873668317,2.932930903782065,0.4813498907978725,0.3691493765153143,-0.3719945946419659
089530,2023,1.1586849944047313,4.4491338521731745,-0.47111512861539045,-0.6077045301309499,0.4097541119686197,-0.17665505835280632,-0.6496101637432296
090740,2021,1.1862537314642634,2.1066554841320966,0.26598792879441735,0.5063408955562642,1.9688266799480738,-0.3047678306733368,-0.30617084555877166
094190,2019,0.21925321055220673,0.5290589384953247,-1.1627793198481933,1.3062755468756115,0.9002322746451028,-0.7449141153877551,-0.561799236785978
095300,2016,0.33584980112611384,1.2954982945659188,-0.4173984322819567,-1.8299224297388863,0.6367603167805244,-0.3958375786295192,-0.30811408626936065
096640,2022,7.329193853870326,2.1928657380756866,-0.28434965535053425,-0.5227248943017703,0.20245468148954804,-0.5615360383217081,-0.15817481234995145
099660,2017,0.8102668254118275,1.2709413516856523,-0.22276279888052514,-1.0449436785971653,0.6201927967180565,-0.2059793496460769,-0.11502914874942921
099830,2017,1.2376356068275114,2.5265756897309672,-0.200705553657544,-0.3321799083244357,0.6401109840519476,0.3055407349601399,-0.03793989515947196
102210,2020,2.502014875510217,3.7507381549379484,-0.14049955614462917,-0.19157659373630737,0.2696154576842711,-0.08698435033584292,-0.257991551112221
103130,2019,0.08017927743913708,0.6117747227892577,-1.1151433319169994,1.672238159140593,0.2989341808807532,-0.7482401048718886,-0.41005007971955704
111610,2015,2.8342261618211606,2.2151779777783975,-0.3454830534632319,-0.6297895993198709,0.08994170236268507,-0.5029750862540578,0.7422013927696334
111820,2020,2.449988318507031,1.8962248197407503,-0.10766933763231433,-0.22780586505348047,0.3679696000008097,4.051845612783339,0.20474915642396177
112240,2019,1.477290704697577,3.30332684949568,-0.0921985112104842,-0.13222692108669057,0.37207816760817397,0.019840466400088904,-0.08232366320649018
114120,2023,0.7870332048660534,0.8724568889550229,-0.7835009599415496,5.359527491553994,2.4084012158462236,-0.2607235789316791,-0.6207800377227175
114570,2021,0.11486446020617544,0.691779485385554,-2.076482549208405,4.660520507858979,0.060174959791374036,-0.8578262937502339,-0.6946488010441008
126870,2021,1.4985227664322034,2.1060584538214098,-0.08493593156054398,-0.1617274711641626,0.5245389160457448,0.16475513601922392,-0.14720165258733403
127160,2021,,,,,,-1.0,-1.0
134780,2019,0.8755558314578242,1.8429181705694389,-0.20536360315379684,-0.4489976951974672,0.6846023140902741,-0.10622259853987873,-0.08186474792083479
136510,2023,0.6049276556204087,0.6141466212953197,-0.04470975296492864,0.071162636477456,0.12252458165582668,-0.7708989762007835,-0.22577104286142313
138690,2022,0.13355191502974048,1.008027439687798,-0.3167476146349652,-39.77485965955486,0.10619465487469448,-0.818637233819818,-0.2741126708015676
141070,2020,0.3709803516647575,1.34301293880371,-0.4818997565931082,-1.8868023187931788,0.3760522524223229,-0.47445545250282245,-0.3098448885316708
148140,2023,0.3137005041617036,1.0102179899184163,-0.07022686325300558,-6.9430916648156895,0.08187297411204596,-0.7411338642660295,-0.19635979205043896
149940,2019,0.7007056688459666,1.2300765777761773,-0.1346640115255211,-0.7199648397416148,0.4761939484772222,-0.3488873703220138,-0.347889409488392
150440,2023,0.1071734824693669,0.30718947355739257,0.23626723109897163,-0.10475996476674253,1.6283491341784493,-0.2683583197714451,-0.3260490075520221
153360,2021,1.0975126955911687,8.528603254353879,0.505646038893021,0.5728093654503874,0.14391531286207337,-0.11151591788379939,0.6430414400593838
155960,2017,1.7937617577866698,3.145849841173897,-0.24524396462296963,-0.3595315349446692,0.1244918372610263,-0.6058492195339964,-0.18267909954252612
158310,2021,4.317968895304171,8.998907253620008,0.4066061307082608,0.45743884045423844,0.11681188600444656,1.858867326225798,0.3033647999693433
159650,2019,0.9760317333398177,2.7589144834476813,-0.06264089776457384,-0.09825428224349986,0.11414127024927258,0.11909863165589471,-0.11809550584520863
160600,2024,1.6998425521676315,2.2040934098352083,0.06948184536018623,0.12718654234851662,0.8912490184887073,0.1857343942013718,0.018361162114786073
161570,2023,3.936052061022338,14.881083084125187,-0.13158982647176898,-0.1410696217928026,0.3733976172404623,0.456776215362427,-0.0480900745120088
176440,2021,2.2499834761861277,2.6020320825108803,-0.2680844210131888,-0.4354246534216544,0.16837287352292282,-0.6681066896523243,-0.5974338057606502
181340,2023,0.864656075601313,1.4024630365626791,-0.30649321391230194,-1.0680369733839101,0.36650737090807134,-0.7701001180852303,-0.32969015762042747
182690,2021,1.0674195917352494,1.5827354451749143,-0.14904200997771822,-0.4048047428126528,0.10210894127857259,-0.6991322343874955,-0.0768637173011476
194510,2019,0.9969807567768633,1.51422358988203,-0.0013145928518455998,-0.0038710544333673373,,,0.033995414424212576
194610,2017,1.1572991211965846,1.1823612721268006,-0.4236124362846732,-2.74654225216205,0.5676907379962645,-0.1100885842546896,-0.24246282125154334
195440,2020,0.6342953306731841,1.3441244231489022,-1.3986359201561922,-5.462967964240736,0.7736535927048216,-0.14554719367587918,-0.6766769373100873
197210,2019,0.44285637974763786,0.49587827691116226,-1.5859354510735901,1.5600020843222258,0.5925497466587615,-0.4388168503104089,-0.44291009469996023
204990,2019,0.6010913623639529,1.4921671965654346,-3.3951191205751683,-10.293423485977504,0.18261654023295124,-0.7174130005990581,-0.7737558569256564
214310,2023,0.39388655447262505,1.8918398590917682,-0.6593349936002372,-1.3986325108380186,0.5590417063114902,1.1920364925819047,-0.44544003214064937
214870,2024,0.10708024412955441,0.4034453057115056,-0.3619125149732279,0.24475862254062206,0.502548630826039,-0.5012599957304994,-0.5857800248948007
220630,2021,1.8226298461136083,2.963223681581151,0.18953193767899518,0.28607312117080647,2.4483630609371376,0.05227997230623052,0.05278203622479918
224880,2020,0.30463079068991944,0.33078185990271197,-0.2697214770338462,0.1333182208957934,3.6134586564329743,-0.29605298162985577,-0.40362571848583295
226350,2020,0.4737329899029496,0.7264054120865017,-1.1830572012215526,3.141067812521762,0.5506985670389476,0.11666803140959682,-0.48274527510452575
226440,2024,0.7647423774892508,1.3341770554028638,-0.3154938537575584,-1.2595857614955626,0.28215656359784885,-0.07484917555158671,-0.20070641030991357
263540,2023,0.2650432760494467,0.8649580228386297,-0.5853877979326213,3.7494702235335757,0.27587941344998224,-0.8018497914879823,-0.30176473376867735
354230,2020,1.2937966611679355,1.4414199294718428,0.12579209396186897,0.4107635815709099,5.189955502887387,0.24151118240699987,0.024104473441434265
900050,2016,0.11478907575552981,2.024493140081482,-0.4767278966580204,-0.9420583883976765,0.23731092827051092,-0.04356151030211974,-0.1418909366750057
900130,2016,0.6788149764087716,1.0658538051378417,-0.007512860904852678,-0.12159679104567235,0.7718049193842199,-0.09450497600791147,-0.03333816297605453
900180,2017,1.6932190317676983,3.174028387037415,0.03902625918646146,0.056977385960681366,0.3553708918065383,-0.18000870203623262,0.03242182345210407
950180,2021,9.826040263015612,9.817481002266046,-0.04105935719158523,-0.0457159430329421,0.25903954965109227,-0.1473288117505399,-0.18412069007813547
